name,desc
深圳市杰普特光电股份有限公司,深圳市杰普特光电股份有限公司于2006年04月18日在 深圳市市场监督管理局 龙华局登记成立。法定代表人黄治家，公司经营范围包括光电子元器件、激光器、测量设备、激光加工设备等。
杭州安恒信息技术股份有限公司,"杭州安恒信息技术股份有限公司 （简称：安恒信息） [34]  成立于2007年， 科创板 ：688023 [1]  ，法定代表人吴卓群, [2]  是由范渊先生创办的国家级 高新技术企业 ， [3]  网络与 信息安全 产品和 服务提供商 。安恒信息在国内设有杭州总部、北京总部、 长三角 总部、 大湾区 总部、 华中 总部、中国 智慧城市 安全总部，并在全国范围内设有8大基地、5大 安全运营 中心和25 个分 支机构。 [47-48]  "
广州洁特生物过滤股份有限公司,广州洁特生物过滤股份有限公司（股票代码：688026） [1]  ，成立于 2001 年，公司位于黄埔区，是一家专业从事生物实验室整体解决方案的国家高新技术企业 [12]    。公司主要产品为生物培养和液体处理两大类生物实验室耗材，并配有试剂、小型实验仪器等产品及配套 [7]    。公司产品远销欧美等国家及地区，凭借技术性能、产品品质以及服务优势成功进入生物实验室用品综合服务商的全球供应链体系 [18]  。
科大国盾量子技术股份有限公司,科大国盾量子技术股份有限公司发源于 中国科学技术大学 。 [1]  国盾量子以实现 量子信息技术 的全面产业化为己任，率先在量子通信领域深耕细作，经过十余年探索和创新，已成长为国内乃至全球的量子保密通信行业的龙头企业，是量子通信产业化的开拓者、实践者和引领者。 [2]  国盾量子主要从事量子保密通信产品的研发、生产、销售及技术服务，是世界首条远距离量子保密通信干线“ 京沪干线 ”、 “国家广域量子骨干网(一期)”等项目的量子设备提供商，参与“ 墨子号 ”量子卫星保密通信地面站的建设。截至2020年，国内共有7000余公里实用化光纤量子保密通信网络，其中超过6000公里使用了国盾量子产品并处于在线运行状态。 [3]  公司总部在合肥，公司主要从事量子通信产品的研发、生产、销售及技术服务，为各类光纤量子保密通信网络以及星地一体广域量子保密通信地面站的建设提供软硬件产品，为政务、金融、电力、国防等领域提供组网及量子安全应用解决方案。 [4]  
南微医学科技股份有限公司,南微医学科技股份有限公司于2000年05月10日成立。 法定代表人 隆晓辉。
山石网科通信技术股份有限公司,山石网科是中国网络安全行业的技术创新领导厂商 [1]  ，自成立以来为金融、政府、 运营商 、互联网、教育、医疗卫生等行业的超过 26000家客户 [59]   [73]  提供高效、稳定的安全防护服务。 [2]  2019年9月30日，山石网科正式在上海证券交易所科创板上市，股票简称：山石网科，股票代码688030。 [3]   [62]  
南京冠石科技股份有限公司,南京冠石科技股份有限公司（中文简称冠石科技，英文简称Keystone)，成立于2002年01月18日，注册资本7309.9561万元人民币，总部坐落于国家级南京经济技术开发区，占地面积10万平方米。公司在陕西咸阳、四川成都建有生产基地，在美国洛杉矶设有全资子公司，行业横跨电子、工业、汽车等众多领域。 [1-2]  
杭州禾迈电力电子股份有限公司,杭州禾迈电力电子股份有限公司于2012年09月04日成立。法定代表人邵建雄。 [1]  
星环信息科技（上海）股份有限公司,星环信息科技（上海）股份有限公司（简称：星环科技，股票代码：688031.SH） [48]  ，成立于2013年，是一家企业级大数据基础软件开发商，围绕数据的集成、存储、治理、建模、分析、挖掘和流通等数据全生命周期提供基础软件及服务。 [45]  2022年9月30日，星环信息科技（上海）股份有限公司在科创板开启申购。 [46]  2022年10月18日，“国产大数据基础软件第一股”星环信息科技（上海）股份有限公司在科创板上市。 [47]  
北京天宜上佳高新材料股份有限公司,北京天宜上佳高新材料股份有限公司成立于2009年11月，是国家及中关村 高新技术企业 ，主要专注于高速列车、动车组、轨道交通车辆用制动闸片的研发、生产和销售。 [1]  2019年7月22日在上交所挂牌上市 [2]  ，成为首批 科创板 上市企业（股票代码：688033）。2022年2月10日，入选2021年度第二批拟认定北京市专精特新“小巨人”企业名单。 [8]  2022年8月， 以36.19亿元入选《2022中国品牌500强》，位列488位。 [9]  
沈阳芯源微电子设备股份有限公司,沈阳芯源微电子设备股份有限公司于2002年12月17日成立。法定代表人宗润福。 [1]   [5]  
武汉中科通达高新技术股份有限公司,武汉中科通达高新技术股份有限公司于2007年6月8日在武汉东湖新技术开发区登记成立。法定代表人王开学，公司经营范围包括计算机系统集成及软件开发、交通智能化工程等。
深圳传音控股股份有限公司,传音控股主要从事以手机为核心的 智能终端 的设计、 研发 、生产、销售和 品牌运营 ， 致力于成为新兴市场消费者喜爱的 智能终端 产品和移动互联服务提供商 [39]  。传音旗下拥有手机品牌TECNO、itel及Infinix，数码配件品牌Oraimo、家用电器品牌Syinix以及售后服务品牌Carlcare。全球销售网络覆盖 70多个非洲、中东、东南亚及南亚 [40]  国家和地区 [1]  。 [39]  传音控股2019年于 上海证券交易所 科创板 上市，现已被纳入 MSCI中国A股指数 、MSCI中国A股在岸指数、MSCI中国全流通指数、中证科创创业50指数及上证科创板50成分指数等。 [2]   [73]   2021年， [73]   2020中国民营企业500强 、“ 中国制造业民营企业500强 [18]  ”、“ 《财富》中国500强” “全国制造业单项冠军”《麻省理工科技评论》“50家聪明公司” [58]   “广东省制造业500强”等殊荣 [73]   [21]  。传音控股发布2022年业绩，公司实现营业收入465.96亿元，同期实现归属于上市公司股东的净利润24.84亿元。 [91]  
海光信息技术股份有限公司,海光信息技术股份有限公司成立于2014年，是 天津市 高新技术企业 ，国产服务器 CPU 芯片的龙头，主要从事高端处理器、加速器等计算芯片产品和系统的研究、开发，公司最大股东 中科曙光 （603019.SH）为沪市主板上市公司，其实际控制人为 中国科学院计算技术研究所 。 [3-4]   [13]  
江苏集萃药康生物科技股份有限公司,江苏集萃药康生物科技股份有限公司于2017年12月29日成立。法定代表人赵静。 [1]  
杭州当虹科技股份有限公司,"杭州当虹科技股份有限公司于2010年05月12日成立。法定代表人孙彦龙,公司经营范围包括：一般项目：服务：计算机软硬件、 信息技术 、 网络技术 、 多媒体技术 、电子产品的技术服务、技术咨询，计算机软、硬件系统集成及安装；生产：计算机软件；批发：计算机软、硬件产品，电子产品；技术及货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可后方可经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）等。 [1]  "
龙芯中科技术股份有限公司,2008年 [6]  ，由中科院和 北京市 政府共同牵头出资，成立 龙芯 中科技术有限公司，旨在依托“龙芯”十余年的研发技术，将“龙芯”处理器研发成果产业化。 [1]  2020年5月13日，作为第一批倡议方，与国家发展改革委等发起 “数字化转型伙伴行动”倡议 。 [2]  2022年6月24日，龙芯中科技术股份有限公司首次公开发行股票并在 科创板 上市。 [11]  
深圳市必易微电子股份有限公司,"深圳市必易微电子有限公司于2014年05月29日成立。法定代表人谢朋村,公司经营范围包括：一般经营项目是：电子产品、仪表仪器、计算机软件、集成电路的技术开发、技术咨询与销售，国内贸易（不含专营、专控、专卖商品），经营进出口业务等。 [1]  "
苏州长光华芯光电技术股份有限公司,2022年3月，证监会同意苏州长光华芯光电技术股份有限公司科创板首次公开发行股票注册。 [1]  
罗克佳华科技集团股份有限公司,罗克佳华科技集团股份有限公司于2007年09月14日成立，是副中心首家科创板上市公司 [1]  。是一家打通感知层、网络层和应用层全产业链条的物联网技术企业。 [2]  公司在物联网领域积累了丰富的技术应用经验，以数据为核心 [33]  ，依托物联网、云链、数据库、数据安全、人工智能等核心技术， [34]  聚焦智慧环保、智慧城市、智慧双碳领域 [35]  ，提供基于物联网综合技术的软硬件产品、解决方案及大数据服务。 [36]  
烟台德邦科技有限公司,烟台德邦科技有限公司始创于2003年，位于山东省烟台市经济技术开发区，是集研发、生产、销售特种功能性高分子界面材料于一体的具有高度自主知识产权的国家级 高新技术企业 。
炬芯科技股份有限公司,炬芯科技是低功耗系统级芯片设计厂商，主营业务为中高端智能音频 SoC 芯片的研发、设计及销售，主要产品为 蓝牙 音频 SoC 芯片系列、便携式音视频SoC芯片系列、智能语音交互SoC芯片系列等，广泛应用于 智能手表 、 蓝牙音箱 、 蓝牙耳机 、蓝牙语音遥控器、蓝牙收发一体器、智能教育、智能办公、智能家居等领域。 [1]  。
爱博诺德（北京）医疗科技股份有限公司,爱博诺德（北京）医疗科技股份有限公司 [1]  是一家科创板上市公司（股票代码：688050，股票简称：爱博医疗 [2]  ），位于北京中关村国家自主创新示范区。公司以研发生产自主创新的白内障 人工晶状体 为起点，目标是开发全系列眼科医疗产品，包括植入类眼科耗材、手术器械、手术设备、眼视光产品、眼科制剂等系列产品，覆盖白内障、青光眼、眼视光等诸多领域。
成都思科瑞微电子股份有限公司,成都思科瑞微电子股份有限公司于2014年12月19日成立。法定代表人张亚。 [1]  
昆山龙腾光电股份有限公司,"昆山龙腾光电股份有限公司于2005年07月12日成立。法定代表人陶园,。"
苏州纳芯微电子股份有限公司,苏州纳芯微电子股份有限公司于2013年05月17日在 江苏省工商行政管理局 登记成立。法定代表人王升杨，公司经营范围包括销售：半导体元器件、集成电路、传感器；电子产品的技术开发等。苏州纳芯微电子股份有限公司（简称纳芯微，科创板股票代码688052）成立于2013年，是一家专注于模拟及混合信号的芯片公司。纳芯微聚焦传感器、信号链和电源管理三大产品方向，提供半导体产品及解决方案，应用于汽车、光伏、储能、充电、工业控制、通信电源、及消费电子等领域。截至2022年底，公司可供销售的产品型号已有1400余款。 [2]  
北京莱伯泰科仪器股份有限公司,北京莱伯泰科仪器股份有限公司是一家在上海证券交易所科创板上市的企业。 [1]  
江西金达莱环保股份有限公司,江西金达莱环保股份有限公司是一家主要经营环保项目咨询、设计， 工程总承包 及运营管理等的，法定代表人为廖志民的股份有限公司。
北京宝兰德软件股份有限公司,北京宝兰德软件股份有限公司（股票简称：宝兰德，股票代码：688058） [1]  ，专注于以中间件为核心的国产基础软件的研发和技术服务， 是中国领先的基础软件供应商 。 [2]   [5]   宝兰德总部位于北京，并成立了北京、西安、长沙、南京、兰州五个研发中心，在全国28+省市建立了本地化支持中心。宝兰德拥有500+员工，研发人员占比50%左右，技术人员合计约80%。 [6]  
江苏云涌电子科技股份有限公司,江苏云涌电子科技股份有限公司于2010年03月12日在江苏省 泰州市工商行政管理局 登记成立。法定代表人高南，公司经营范围包括计算机软件研发、销售，计算机及配件、电子产品（国家有专项规定的除外）等。
上海灿瑞科技股份有限公司,灿瑞科技是专业从事智能传感器及高性能数模混合芯片研发设计、封装测试和销售的高新技术企业，专注于为客户提供多元化、低功耗与可控成本于一体的智能传感器及电源管理IC产品。
株洲华锐精密工具股份有限公司,"株洲华锐精密工具股份有限公司于2007年03月07日成立。法定代表人肖旭凯,公司经营范围包括：硬质合金制品、硬质合金数控刀具、整体刀具、 金属陶瓷 、 超硬刀具 、工具系统、工具镀膜、工具外包服务、硬质合金材料研究、生产与销售等。 [1]  "
上海派能能源科技股份有限公司,上海派能能源科技股份有限公司于2009年10月28日成立。法定代表人韦在胜，公司经营范围包括：锂电池以及其他类型电池的研发、销售以及技术咨询、技术服务，光通信用备用电源的设计、销售，以及相关技术咨询和技术服务，从事货物与技术的进出口业务等。 [1]  
迈威（上海）生物科技股份有限公司,迈威（上海）生物科技股份有限公司于2017年05月12日成立。 [1]  2020年 4 月完成 A 轮 19.7 亿元融资，2022 年 1 月 18 日A股科创板上市，简称：迈威生物，股票代码：688062。 [8-9]   迈威生物是一家全产业链布局的创新型生物制药公司。 [10]  
上海凯赛生物技术股份有限公司,上海凯赛生物技术股份有限公司（简称：凯赛生物）是科创板上市企业，股票代码：688065.SH [1]  ，2000年创建于中国上海，企业法人代表 刘修才 ，  是一家以合成生物学等学科为基础，利用生物制造技术，从事新型生物基材料的研发、生产及销售的 高新技术企业 。 [2-3]  
航天宏图信息技术股份有限公司,航天宏图信息技术股份有限公司于2008年01月24日成立。法定代表人王宇翔，公司经营范围包括：技术开发、技术转让、技术咨询、技术服务；计算机技术培训；基础软件服务；应用软件服务；数据处理；计算机维修；测绘服务；建设工程项目管理；销售计算机、软件及辅助设备、电子产品、机械设备、通讯设备、五金、交电、化工产品（不含危险化学品及一类易制毒化学品）、文化用品、体育用品、日用品；环境监测；技术检测；技术进出口、代理进出口、货物进出口；卫星传输服务；信息系统集成服务；海洋气象观测服务；导航定位服务；软件开发；工程勘察；工程设计； 互联网信息服务 等。 [1]  
爱威科技股份有限公司,爱威科技股份有限公司（简称爱威科技 [1]  ），股票代码为“688067” [1]  。爱威科技成立于2000年3月，是一家专注于高性能临床检验设备、体外诊断试剂和医用耗材研发、生产、销售和服务于一体的医疗器械技术企业 [1]  。爱威科技主导产品的市场占有率近40%，市场用户5000多家，并已在海外30多个国家得到推广应用 [2]  。
无锡德林海环保科技股份有限公司,无锡德林海环保科技股份有限公司于2009年12月10日在 无锡市工商行政管理局 登记成立。法定代表人胡明明。
上海华依科技集团股份有限公司,上海华依科技集团股份有限公司于1998年11月28日在上海市工商局登记成立。法定代表人励寅，公司经营范围包括在检测设备、汽车生产设备和计算机软硬件专业领域内的技术开发等。
成都纵横自动化技术股份有限公司,"成都纵横自动化技术股份有限公司于2010年04月08日成立。法定代表人任斌,公司经营范围包括：研发、生产（另设分支机构或另择经营场地经营）、销售电子产品、无人机、航空器、航空设备及零配件（不含发动机及螺旋桨）；研发、销售工业自动化控制设备、机械设备、软件并提供技术开发、技术咨询、技术转让、技术服务；货物及技术进出口等。 [1]  "
上海毕得医药科技股份有限公司,"上海毕得医药科技股份有限公司成立于2007年04月27日，注册资本为4,868.7292万(元)，注册地位于上海市杨浦区翔殷路128号11号楼A座101室，法定代表人为戴龙。 [1]  "
杭州安旭生物科技股份有限公司,"杭州安旭生物科技股份有限公司于2008年07月04日成立。法定代表人凌世生,公司经营范围包括：制造、加工：非医疗用生物材料及农产品的检测产品，第一、第二、第三类医疗器械；批发、零售：第一、二、三类医疗器械，医药中间体；服务：生物制品技术、计算机软件的技术开发、成果转让、技术咨询、技术服务，货物进出口（法律法规禁止的项目除外，国家法律、法规限制的项目取得许可证后方可经营）等。 [1]  "
拓荆科技股份有限公司,拓荆科技股份有限公司于2010年04月28日成立。法定代表人 吕光泉 ，
江苏诺泰澳赛诺生物制药股份有限公司,"江苏诺泰澳赛诺生物制药股份有限公司于2009年04月03日成立。法定代表人赵德毅,公司经营范围包括： 冻干粉针剂 、小容量注射剂（含非最终灭菌）、原料药、片剂、硬胶囊剂、保健品、医疗器械的生产（均按许可证核定内容经营）；制药技术、生物技术的研发；医药中间体、多肽中间体的生产（药品、保健品、食品、饲料等涉及专项审批的产品除外）； 精细化工产品 （危险化学品除外）的生产与销售；自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进口的商品和技术除外等。 [1]  "
安徽大地熊新材料股份有限公司,安徽大地熊新材料股份有限公司成立于2003年11月，注册资金8000万元人民币，是一家集稀土永磁材料研发、生产、经营为一体的高新技术企业、安徽省第二批创新型试点企业、安徽省（庐江） 磁性材料 高新技术产业基地骨干企业，是国内重要的 烧结钕铁硼 生产基地之一，公司生产的烧结钕铁硼稀土永磁体广泛应用于信息产业、国防工业、汽车工业、风力发电、家用电器、仪器仪表、医疗设备及磁力机械等国民经济各个领域。
北京龙软科技股份有限公司,北京龙软科技股份有限公司于2002-02-22在海淀分局登记成立。法定代表人毛善君，公司经营范围包括技术开发；基础软件服务； 应用软件 服务；计算机系统服务等。
北京热景生物技术股份有限公司,北京热景生物技术股份有限公司于2005-06-23在 北京市大兴区市场监督管理局 登记成立。法定代表人 林长青 。
杭州美迪凯光电科技股份有限公司,杭州美迪凯光电科技股份有限公司成立于2010年08月25日，注册地位于浙江省杭州经济技术开发区白杨街道20号大街578号3幢。
北京映翰通网络技术股份有限公司,北京映翰通网络技术股份有限公司于2001-05-29在朝阳分局登记成立。法定代表人李明。
武汉兴图新科电子股份有限公司,武汉兴图新科电子股份有限公司是一家专业从事音视频综合业务网络应用平台研究开发、应用设计、综合集成的 高新技术企业 和双软认证企业。
上海三友医疗器械股份有限公司,上海三友医疗器械股份有限公司于2005年4月19日在上海市工商局登记成立。法定代表人徐农，公司经营范围包括医疗器械的 技术开发 、 技术咨询 、技术转让、技术服务等。
广东紫晶信息存储技术股份有限公司,广东紫晶信息存储技术股份有限公司于2010年4月15日成立。公司经营范围包括：研发，制造，销售：存储设备，其他工业用生产设备，相关辅助材料及提供相关服务； 太阳能光伏发电 ；计算机软硬件产品及系统集成；有形动产租赁业务，货物和技术进出口等。 [1]  
盛美半导体设备（上海）股份有限公司,盛美半导体设备(上海)股份有限公司于2005年05月17日成立。法定代表人HUI WANG，公司经营范围包括： 设计 、生产、加工电子专用设备及其零部件，销售公司自产产品，并提供售后技术服务和咨询服务等。 [1]  
北京晶品特装科技股份有限公司,2021年12月，北京晶品特装科技股份有限公司入选 北京市 2021年度第六批拟认定“专精特新”中小企业名单。 [1]  
山东英科环保再生资源股份有限公司,英科再生（股票代码：688087） [25]  是一家资源循环再生利用的高科技制造商，从事可再生塑料的回收、再生、利用业务 [1]  ，创新的打通了塑料循环再利用的全产业链，是将塑料回收再生与时尚消费品运用完美嫁接的独创企业 [22]  。总部位于山东淄博，旗下拥有山东淄博、上海奉贤、安徽六安、江苏镇江、马来西亚及越南基地，公司员工2900余人 [1]  。2021年7月9日上午，山东英科环保再生资源股份有限公司在上海证券交易所鸣锣开市，正式登陆科创板。 [24]  
广州中望龙腾软件股份有限公司,广州中望龙腾软件股份有限公司（简称“中望软件”） [1]  ， 科创板上市企业（股票代码“688083”） [31]  ，同时拥有二维中望CAD、高端三维CAD/CAM软件中望3D的 软件企业 。中望软件设有中国广州、武汉及美国佛罗里达三大CAD/CAM研发中心，以行业应用经验及研发实力，可为全球各行业用户的不同业务发展需求提供高性价比的CAD/CAM解决方案 [2]  
虹软科技股份有限公司,"虹软科技股份有限公司于2003年02月25日成立。法定代表人邓晖,公司经营范围包括：计算机软硬件的技术开发、技术咨询、技术服务、销售，计算机信息系统集成，进出口业务，计算机软件的生产等。 [1]  "
广州瑞松智能科技股份有限公司,广州瑞松智能科技股份有限公司，成立于2012年8月，系一家业务涵盖 机器人 、智能技术、高端 智能装备 领域的研发、设计、制造、应用和销售服务，为客户提供成套柔性化、数字化、智能化系统解决方案的 高新技术企业 [1]  。旗下拥有控股的中日合资广州瑞松北斗汽车装备有限公司 [2]  以及中德合资 广州瑞松威尔斯通智能装备有限公司 [3]  。 [4]  
杭州爱科科技股份有限公司,"杭州爱科科技股份有限公司于2005年03月11日成立。法定代表人方云科,公司经营范围包括：算机软硬件、网络信息工程、云服务平台、机械产品、机器人及控制系统、通信设备的技术开发、技术服务、技术咨询、成果转让；批发、零售：自动化设备，智能装备及AI系统，机器人及控制系统，普通机械，仪器仪表，电子计算机及配件；货物进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可证后方可经营）；生产：切割机；其他无需报经审批的一切合法项目（依法须经批准的项目，经相关部门批准后方可开展经营活动）等。 [1]  "
上海谊众药业股份有限公司,上海谊众药业股份有限公司成立于2009年09月10日，注册地位于上海市奉贤区仁齐路79号，法定代表人为周劲松。 [1-2]  
嘉必优生物技术（武汉）股份有限公司,嘉必优生物技术（武汉）股份有限公司（简称：嘉必优）成立于2004年，注册资本12000万元 [2]  ， 2019年12月于 科创板 上市（股票代码：688089），为湖北省首家科创板上市企业。 [8]  
福建福昕软件开发股份有限公司,福建福昕软件开发股份有限公司于2001年9月29日在福州市市场监督管理局登记成立。法定代表人 熊雨前 ，公司经营范围包括一般经营项目: 电子产品 及计算机软、硬件的开发等。福昕软件，是一家国际化运营的PDF电子文档解决方案提供厂商，国际PDF协会主要成员、中国版式文档OFD标准制定成员。福昕在亚洲、美洲、欧洲和澳洲设有多家子公司，用户遍及世界200多个国家和地区。 [2]  福昕软件专注PDF技术研发近20年，具有完全自主产权的PDF核心技术，提供文档的生成、转换、显示、编辑、搜索、打印、存储、签章、表单、保护、安全分发管理等涵盖文档生命周期的产品技术与解决方案。 [2]   系统掌握PDF文档解析技术与渲染技术、跨平台技术、PDF文档转换技术、文档高压缩技术、互联PDF技术和PDF电子表单技术等多项核心技术。 [3]   截至2020年12月31日，公司共拥有国内外发明专利38项，拥有国内外软件著作权78项。 [4]  2020年9月8日，福昕软件正式在上交所科创板挂牌上市，股票代码：688095，证券简称：福昕软件。 [1]  
苏州世华新材料科技股份有限公司,"苏州世华新材料科技股份有限公司于2010年04月14日成立。法定代表人顾正青,公司经营范围包括：胶带研发、加工、销售；石墨结构电子组件研发、生产、加工、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；道路普通货物运输等。 [1]  "
博众精工科技股份有限公司,博众精工科技股份有限公司（股票代码：688097）成立于2006年，专注于工业装备制造领域。业务聚焦在消费类电子、新能源汽车、半导体、关键零部件、智慧仓储物流等数字化装备领域。致力于成为装备制造业可持续发展的世界级企业。 [35]  
申联生物医药（上海）股份有限公司,申联生物医药（上海）股份有限公司于2001年6月28日在上海市工商局登记成立。法定代表人聂东升，公司经营范围包括采用 生物工程技术 研究开发及生产生物制品、人工合成肽等药用原料等。
晶晨半导体（上海）股份有限公司,晶晨半导体(上海)股份有限公司于2003年07月11日成立。法定代表人JOHN ZHONG。 [1]  
威胜信息技术股份有限公司,威胜信息技术股份有限公司于2004年05月08日成立。法定代表人吉喆。
陕西斯瑞新材料股份有限公司,陕西斯瑞新材料股份有限公司是一家私营企业，成立于1995年，公司注册资本6000万，公司位于西安市高新区。2022年1月25日，证监会发布公告，同意陕西斯瑞新材料股份有限公司首次公开发行股票注册申请。 [2]  
三达膜环境技术股份有限公司,三达膜环境技术股份有限公司地址位于陕西省延安市宝塔区圣烯石墨烯膜产业园。 [1]  
昆山国力电子科技股份有限公司,昆山国力电子科技股份有限公司 [2]  （简称“国力股份”， 股票代码688103 [1]  ）是位于江苏省昆山市拥有双 院士工作站 的 科创板 上市企业。公司专业从事电真空器件的研发、生产、销售，经过多年的技术积累和研发投入，自主研发能力和核心技术覆盖了电子真空器件生产制造的各关键环节。
金宏气体股份有限公司,金宏气体股份有限公司成立于1999年10月28日，曾用名“ 苏州金宏气体股份有限公司 ”，注册地位于江苏省苏州市相城区黄埭镇潘阳工业园安民路，法定代表人为 金向华 。 [1]  
上海安路信息科技股份有限公司,上海安路信息科技股份有限公司（简称“安路科技”）成立于2011年，总部位于浦东新区张江高科技园区。安路科技专注于为客户提供高性价比的可编程逻辑器件（FPGA）、可编程系统级芯片（SoC）、及相关EDA软件工具和创新系统解决方案。 [1-2]  
南京诺唯赞生物科技股份有限公司,"南京诺唯赞生物科技股份有限公司（Vazyme Biotech Co.,Ltd）， 成立于2012年3月。 [1]  是一家围绕酶、 抗原 、抗体等功能性蛋白及高分子有机材料进行 技术研发 和 产品开发 的生物科技企业，依托于自主建立的关键共性技术平台，先后进入了 生物试剂 、体外诊断和 生物医药 业务领域，同时具有 自主可控 上游 技术开发能力 和终端产品 生产能力 的研发 创新型企业 。 [2]  "
江苏京源环保股份有限公司,江苏京源环保股份有限公司于1999年03月30日在 南通市工商行政管理局 登记成立。法定代表人李武林。
品茗科技股份有限公司,公司以科技赋能建筑行业为使命，深耕工程建设信息化领域，是数字建造技术和产品提供商，业务涵盖数字造价、施工软件、BIM软件、智慧工地、数智企业、数字监管、数字教育等，用户群已实现从政府级、企业级到项目级、岗位级全覆盖。在杭州和西安分别设有研发中心，研发技术人员占比超40%，近三年研发投入超25%。 [2]  
赛诺医疗科学技术股份有限公司,赛诺医疗科学技术股份有限公司于2007年09月21日成立。法定代表人孙箭华。
东芯半导体股份有限公司,"东芯半导体股份有限公司于2014年11月26日成立。法定代表人蒋学明,公司经营范围包括：半导体、电子元器件的设计、技术开发、销售，计算机软件的设计、研发、制作、销售，计算机硬件的设计、技术开发、销售，计算机系统集成的设计、调试、维护，电子技术，计算机技术领域内的技术咨询、技术服务、技术转让，从事货物及技术的进出口业务等。 [1]  "
深圳市鼎阳科技股份有限公司,深圳市鼎阳科技股份有限公司（SIGLENT）是一家集研发、生产、销售、服务于一体的专业数字示波器等测试测量仪器生 产厂家 [5]  ，多年来一直专业专注于基础测试测量仪器及相关解决方案， [1]  公司是国家 高新技术企业 和深圳市高新技术企业，通过了ISO9001:2015国际质量管理体系认证 [2]  和ISO14001:2015环境管理体系认证 [3]  ，是 中国电子仪器行业协会 会员，广东省仪器仪表协会会员。公司总部位于深圳，在美国克利夫兰、德国奥格斯堡和日本东京成立了子公司，在成都成立了分公司，在北京、上海、西安、武汉、南京设立了办事处，产品及服务远销全球80多个国家及地区。 [1]  
北京金山办公软件股份有限公司,金山软件股份有限公司 创建于1988年，是中国领先的应用 软件产品 和服务 供应商 。总部在 北京 ，公司机构分别设立在广东 珠海 、北京、 成都 、大连，并在日本设有 分公司 。现金山软件股份有限公司旗下有 猎豹移动 、 金山办公 、 西山居 、金山云四家子公司。 [1]  其产品线覆盖了桌面办公、 信息安全 、实用工具、游戏娱乐和行业应用等诸多领域，自主研发了适用于个人用户和企业级用户的 WPS Office 、 金山词霸 、 剑侠情缘 等系列知名产品。2019年11月18日，金山办公软件股份有限公司在上交所 科创板 挂牌交易，股票简称“金山办公”，股票代码“688111”。 [2]  
江苏联测机电科技股份有限公司,江苏联测机电科技股份有限公司于2002年06月26日成立。法定代表人赵爱国，公司经营范围包括：测功器、控制仪器、发动机自动化试验系统及其配套设备、备件、其他机械、计算机软件开发、制造、销售、服务，自营和代理一般经营项目商品和技术的进出口业务等。 [1]  
广州思林杰科技股份有限公司,广州思林杰科技股份有限公司于2005年04月21日成立。法定代表人周茂林。证监会2022年1月18日消息，证监会按法定程序同意广州思林杰科技股份有限公司科创板首次公开发行股票注册 [3]  。
深圳华大智造科技股份有限公司,"深圳华大智造科技股份有限公司 [5]   专注于生命科学与生物技术领域，以仪器设备、试剂耗材等相关产品的研发、生产和销售为主要业务，为精准医疗、精准农业和精准健康等行业提供实时、全景、 全生命周期 的生命数字化设备和系统。 [5]  华大智造成立于2016年， 截至2021年12月31日 [5]  ，华大智造拥有员工2,050人，研发人员占比约35%，业务布局遍布六大洲80多个国家和地区，在全球服务累计超过1,300个用户 [5]  ， 并已在全球多个国家和地区设立科研、生产基地及培训与售后服务中心等，是全球具有自主研发并量产临床级高通量基因测序仪能力的企业之一。 [1]   [5]  "
成都圣诺生物科技股份有限公司,成都圣诺生物科技股份有限公司于2001年7月23日在成都市工商行政管理局登记成立。法定代表人文永均，公司经营范围包括研究、开发、销售生物医药中间体（不含药品、易制毒物品、危险化学品、血液制品）等。
江苏天奈科技股份有限公司,"江苏天奈科技股份有限公司于2011年01月06日成立。法定代表人TAO ZHENG,公司经营范围包括：纳米材料（纳米碳管、石墨烯）及其复合材料的研发、生产及销售本公司自产产品；提供本公司技术的技术服务、技术咨询、技术培训、技术转让等。 [1]  "
中钢洛耐科技股份有限公司,中钢洛耐科技股份有限公司，2021年5月，入选国务院国资委“双百企业”名 单。 [1]  
普元信息技术股份有限公司,普元信息技术股份有限公司（以下简称“普元”或“普元信息”）创立于2003年 [1]  ，是专业的软件基础平台产品及解决方案提供商 [2]  ，公司拥有国家级企业技术中心、 博士后科研工作站 ，是国家规划布局内重点软件企业。公司主要面向金融、电信、政务等行业的大中型企事业单位，为其提供创新的软件基础平台产品（中间件、工具软件）及相关技术服务。 [2-3]  
华海清科股份有限公司,华海清科股份有限公司于2013年04月10日成立。法定代表人张国铭。
上海卓然工程技术股份有限公司,上海卓然工程技术股份有限公司 ，是一家以工业炉及装备模块化整体制造为主导，同时提供工程咨询、工程管理服务及相关设备的技术开发、设计、制造和安装一体化的服务的 化工设备 集成制造商。
西部超导材料科技股份有限公司,西部超导材料科技股份有限公司于2003年2月28日在 西安市工商行政管理局 经开分局登记成立。法定代表人张平祥，公司经营范围包括许可经营项目等。2022年10月，西部超导发布公告称，公司股东中信金属基于自身经营及资金管理情况，经综合考虑，决定提前终止本次减持 计划。 [8]  
聚辰半导体股份有限公司,聚辰半导体股份有限公司于2009年11月13日成立。法定代表人陈作涛。 [1]  
